document_id,title,publish_date,session,authors,ctr,category,tags,views,depth,full_reads_percent
625711399a79475e130404e7dsbEBuA_SqaWblybD3Y-lg,"['ле', 'пена', 'заявить', 'попрежнему', 'считать', 'крыма', 'российский']",2022-04-13 18:49:03,dsbEBuA_SqaWblybD3Y-lg,['5a9fa2e39a79470cd086f61a'],5.533,5409f11ce063da9c8b588a12,"['5409f1e4e063daa0f408af3b', '547b0741cbb20f5b8c5ab185', '5409f15ae063daa0f408ad8a', '58b6a79e9a7947eeff5adb0f']",16123,1.07,29.083
620254b79a794774f119779f9I8ZI9e7SKKZiC9CiJsnSg,"['верховный', 'суд', 'ликвидировать', 'партия', 'добрый', 'дело']",2022-02-08 12:50:31,9I8ZI9e7SKKZiC9CiJsnSg,"['619226fb9a7947e681606cc3','5873b29e9a7947969d37690b']",1.366,5409f11ce063da9c8b588a12,"['5409f3f5e063daa0f408b4d2', '543eef54cbb20f9f2cfd2044', '5409f399e063daa0f408b319', '5409f14fe063daa0f408ad68']",11502,1.103,27.786
62543fbd9a7947e26f57c11f-2DUIrJkQ8uE3_JdXakfvw,"['канцлер', 'австрия', 'заявить', 'жесткий', 'открытый', 'разговор', 'путин']",2022-04-11 14:56:36,-2DUIrJkQ8uE3_JdXakfvw,['5a9fa2e39a79470cd086f61a'],13.5,5409f11ce063da9c8b588a12,"['61d87adf9a7947df81912fa7', '5409f226e063daa0f408afd3', '5409f309e063daa0f408b1dd', '58abcf539a7947f18bc079eb', '621a3d0c9a794728d449ae5e']",94445,1.072,44.233
61fbe8909a794784a22434290UXQWZRKRWuo30ah6JtVGA,"['шестой', 'документ', 'правительство', 'год', 'оказаться', 'непубличный']",2022-02-07 07:01:01,0UXQWZRKRWuo30ah6JtVGA,"['5f7479ee9a79477734fb6f0e','58998a9c9a7947045f27a61d']",0.917,5409f11ce063da9c8b588a12,"['5409f298e063daa0f408b126', '56202f3d9a79471eef8d4ef6', '54c75b289a79478d35dc91b5']",6314,1.119,15.996
62854c2e9a7947957f3af4a5ARsAtU2RT7uIuwR3ALyL0g,"['генсек', 'оон', 'призвать', 'допустить', 'продукт', 'удобрение', 'россия', 'рынок', 'мир']",2022-05-18 20:33:59,ARsAtU2RT7uIuwR3ALyL0g,['60bf2f0f9a79475cc856c5a1'],2.533,5409f11ce063da9c8b588a12,"['5409f1b7e063daa0f408aec4', '55928d2f9a794751dc83037d', '55928da79a794751dc830f8d', '5409f294e063daa0f408b111', '57ff98c09a794713de3af72b', '54709a30cbb20fe23ccc7c31']",11313,1.052,30.195
6293a7599a7947646a1014d34pcCHEpBQDSetDlaENqY9g,"['цюрих', 'произойти', 'пожар', 'промышленный', 'склад']",2022-05-29 17:47:18,4pcCHEpBQDSetDlaENqY9g,[],0.0,5433e5decbb20f277b20eca9,"['559293bd9a794751dc8399d3', '5409f23ce063daa0f408b01a', '56c8abc69a794740b997509e']",389,1.054,49.871
62601a6c9a794729a032649aRrcxwFI7SeqA0Ccb5-Ub0Q,"['мид', 'назвать', 'украина', 'место', 'скопление', 'наемник', 'масть', 'запад']",2022-04-20 15:38:44,RrcxwFI7SeqA0Ccb5-Ub0Q,['60bf2f0f9a79475cc856c5a1'],0.0,5409f11ce063da9c8b588a12,"['5409f1a3e063daa0f408ae98', '556e926a9a794721a7851f18', '54b63a8c9a7947cd46bd3fbf', '59e769a49a794784016db2ff', '5409f15ee063daa0f408adb0', '54366a01cbb20f810ba70f41', '542d5a68cbb20f1c43aa59e2', '5409f2fae063daa0f408b1c5', '5409f1abe063daa0f408aeab', '5409f15de063daa0f408ada8']",1366,1.06,19.912
620a34839a7947779c41dd223jPdZfWIRQCA95t45Cr9Og,"['тасса', 'сообщить', 'комитет', 'дума', 'принять', 'два', 'проект', 'признание', 'днр', 'лнр']",2022-02-14 10:56:15,3jPdZfWIRQCA95t45Cr9Og,[],0.0,5409f11ce063da9c8b588a12,"['5409f191e063daa0f408ae5c', '5409f1a2e063daa0f408ae94', '5409f145e063daa0f408ad35', '549ab4fa9a79471822c49545', '5409f37be063daa0f408b2ae']",38440,1.131,41.883
624c79ea9a79477cc5487080i67oWXUTSWamuPalYeGPGg,"['лавр', 'заявить', 'попытка', 'украина', 'прервать', 'переговоры', 'событие', 'буча']",2022-04-05 18:09:01,i67oWXUTSWamuPalYeGPGg,['619226fb9a7947e681606cc3'],5.016,5409f11ce063da9c8b588a12,"['5409f254e063daa0f408b068', '5409f1a3e063daa0f408ae98', '5409f15de063daa0f408ada8', '5409f309e063daa0f408b1dd']",21956,1.139,23.62
627ed0329a794735c4cb384f-125RjYCT0uaS_TS2dBPlQ,"['заморозить', 'помощь', 'украина', 'сенатор', 'выступить', 'против', 'успех', 'ущерб', 'сша']",2022-05-13 22:14:10,-125RjYCT0uaS_TS2dBPlQ,['619226fb9a7947e681606cc3'],5.261,5409f11ce063da9c8b588a12,"['59fe3e7c9a79471d1554f6c0', '5409f15ee063daa0f408adb0', '5409f15de063daa0f408ada8', '54cf8b859a794771252ddf0b']",7609,1.049,31.16
620c94ac9a7947d46457b086y72perCXQ-iE2Tidtn8dJg,"['президент', 'бразилие', 'возложить', 'венок', 'могила', 'неизвестный', 'солдат', 'москва']",2022-02-16 07:00:48,y72perCXQ-iE2Tidtn8dJg,[],0.0,5409f11ce063da9c8b588a12,"['5a01821c9a79474caef30853', '5f0579399a7947110466355e']",3297,1.116,36.73
6204f83f9a794766b1a142eajb1Rfa-MTvy0PG9CKdt06A,"['лавр', 'просить', 'переводить', 'выступление', 'глава', 'мид', 'британие', 'трасса']",2022-02-10 11:58:27,jb1Rfa-MTvy0PG9CKdt06A,[],0.0,5409f11ce063da9c8b588a12,"['545c81a6cbb20fca592f6ed2', '568b98d99a794790aa259f37', '5409f309e063daa0f408b1dd', '6204c5539a79474bfff916c3']",99235,1.239,63.945
628f52f59a7947abb90ca7297BnHGJGxQnSsb4FdavdEag,"['тегеран', 'предложить', 'посредничество', 'переговоры', 'россия', 'украина']",2022-05-26 11:06:41,7BnHGJGxQnSsb4FdavdEag,[],0.0,5409f11ce063da9c8b588a12,"['5409f35de063daa0f408b273', '54b648ad9a7947d15de6c042', '5409f309e063daa0f408b1dd', '5409f15de063daa0f408ada8', '569f76ed9a794719d7a27919']",10342,1.11,42.806
62877c0c9a7947556fa77865wufogmHlRR-8MGFHi_y3fg,"['вирусолог', 'оценить', 'опасность', 'завоз', 'оспа', 'обезьенин', 'россия']",2022-05-20 12:14:13,wufogmHlRR-8MGFHi_y3fg,"['60b8f9c69a79473345febcbd','604f2c199a79478ec0029eae','587f906a9a7947b089f8dd5a']",2.291,5433e5decbb20f277b20eca9,"['543e39c3cbb20f44458c926e', '628774149a7947522fa2ef8d', '5409f140e063daa0f408ad1d', '5431b79ecbb20f45141f0049']",9715,1.06,24.529
625035199a794746a5a4ca95e6ZgknGtTHydQqAsiTwzyw,"['есарание', 'исключить', 'сербия', 'санкция', 'нефть', 'голос', 'против', 'россия', 'оон']",2022-04-08 14:40:01,e6ZgknGtTHydQqAsiTwzyw,['5b4c70ae9a79472e05ca3037'],0.0,5409f11ce063da9c8b588a12,"['5409f203e063daa0f408af72', '5409f324e063daa0f408b211', '5409f294e063daa0f408b111', '5409f16ae063daa0f408adda', '5409f1b7e063daa0f408aec4', '5409f140e063daa0f408ad1d']",11243,1.069,33.47
6254c1009a794707a1d62e6cpqSIH70DTIaMXKU6Dp8D5w,"['сош', 'индий', 'договориться', 'обмениваться', 'сфера', 'космический', 'оборона']",2022-04-12 00:13:20,pqSIH70DTIaMXKU6Dp8D5w,[],0.0,5409f11ce063da9c8b588a12,"['5409f15ee063daa0f408adb0', '542b3d10cbb20f47c07dcb55', '542b5794cbb20f7c0ab652ca', '5409f25ae063daa0f408b07c', '54c855539a794718f4197b4a']",5387,1.065,49.508
625837ed9a7947c784813bc8RFFJuq-vR9CFFRls2sxSjA,"['британие', 'ввести', 'санкция', 'против', 'два', 'бизнеспартнер', 'абрамович']",2022-04-14 15:52:32,RFFJuq-vR9CFFRls2sxSjA,['6130a7379a79472aeb4546e3'],2.406,5409f11ce063da9c8b588a12,"['5409f1afe063daa0f408aeb7', '5447d958cbb20f05db166907', '542a8340cbb20f8fdb024a34', '5409f294e063daa0f408b111', '54f88dfe9a79478548e8e93c', '5592ac189a794719538d2995']",10972,1.049,25.656
61fd22829a79476fc588dc14ejfs482eSvq7MkQbJ5DTWw,"['подмосковье', 'обрушиться', 'крыша', 'школа']",2022-02-04 12:58:07,ejfs482eSvq7MkQbJ5DTWw,['5878a2ec9a7947e531faf52c'],4.161,5433e5decbb20f277b20eca9,"['5a22c0d89a79479ae6f191e8', '57bebef79a79476ade95f03e', '58b06d859a794749253fc0d1']",41106,1.127,28.512
61fcf9159a794757427e4c7aYICtyJLKRrCw5Ad9emyTxg,"['россия', 'китай', 'назвать', 'угроза', 'военнобиологический', 'деятельность', 'сша']",2022-02-04 10:19:49,YICtyJLKRrCw5Ad9emyTxg,[],0.0,5409f11ce063da9c8b588a12,"['58abcf539a7947f18bc079eb', '545a3205cbb20f9a2d044db9', '573095249a794725a3cc202a', '563373789a794734713e0abd', '5409f15ee063daa0f408adb0']",9432,1.199,47.296
62821b7d9a7947faf379541e8cUihLGHTVeiqSEskxjtbQ,"['днр', 'сообщить', 'переговоры', 'выйти', 'азовсталь', 'военный']",2022-05-16 09:46:05,8cUihLGHTVeiqSEskxjtbQ,[],7.39,5409f11ce063da9c8b588a12,"['58b6f4f29a79474561a7bc66', '543d3460cbb20f079e577c75', '55fbbafb9a79470e081c304c', '5409f15de063daa0f408ada8', '5409f309e063daa0f408b1dd']",45714,1.093,44.212
625e566e9a7947ff61173a99JsaJu62TSGWbcFkf7B-J3A,"['новый', 'зеландий', 'ввести', 'санкция', 'против', 'цб', 'российский', 'банк']",2022-04-19 07:04:22,JsaJu62TSGWbcFkf7B-J3A,['5a9fa2e39a79470cd086f61a'],1.321,5409f11ce063da9c8b588a18,"['54dc85729a7947798a412232', '5409f294e063daa0f408b111', '550699529a7947eff8a99d01', '5409f15ae063daa0f408ad8f']",7819,1.061,32.958
624bcbf99a7947313ab6e8a9gvnoSr7tQZq-_W82AjBXuw,"['cnn', 'узнать', 'призыв', 'конгресс', 'байден', 'увеличить', 'поставка', 'оружие', 'киева']",2022-04-05 08:20:26,gvnoSr7tQZq-_W82AjBXuw,['61811d649a7947d02fdf5d95'],0.0,5409f11ce063da9c8b588a12,"['5409f15ee063daa0f408adb0', '562df4cf9a7947167f62785e', '5409f15de063daa0f408ada8', '546e40e7cbb20f1d52dbaa55']",5190,1.15,31.368
6082cca79a79471b74bf1edaYX4rLw-KR-WI_zSqDcYkXQ,"['меняться', 'ключевой', 'ставка', 'цб', 'последний', 'год', 'инфографика']",2022-04-29 12:21:07,YX4rLw-KR-WI_zSqDcYkXQ,[],1.57,5409f11ce063da9c8b588a18,"['5409f174e063daa0f408adf9', '5409f15ae063daa0f408ad8f']",4429,1.058,38.022
61faa9799a794713830f97f2OV-0OUq1T0iZOfc2idlSzg,"['мурашко', 'заявить', 'двукратный', 'рост', 'заболеваемость', 'covid', 'ребенок']",2022-02-02 16:04:24,OV-0OUq1T0iZOfc2idlSzg,[],0.0,5433e5decbb20f277b20eca9,"['5e8e61bc9a794761bd552bf9', '5577f72f9a7947f6177effbc', '56a88f629a7947f5e7e9ce5f', '5592b06b9a794719538d417d']",12925,1.206,44.596
625e6f529a79470c597e7b3cgnqdS1vQQyqfcKtY1Irgdg,"['минобороны', 'предложить', 'украинец', 'наемник', 'азовсталь', 'сдаться']",2022-04-19 08:27:52,gnqdS1vQQyqfcKtY1Irgdg,[],2.045,5409f11ce063da9c8b588a12,"['58b6f4f29a79474561a7bc66', '5409f198e063daa0f408ae6b', '621a3d0c9a794728d449ae5e']",8529,1.071,44.085
628ce8d89a79475dce4b332aimxQFiGdQEK-gbqqJZ15lA,"['мэр', 'иванофранковска', 'заступиться', 'избить', 'петать', 'русский', 'музыкант']",2022-05-24 16:11:50,imxQFiGdQEK-gbqqJZ15lA,['5e1ddee09a7947609de2f69b'],0.0,5409f11ce063da9c8b588a12,"['55b2019a9a79473424773816', '5409f15de063daa0f408ada8', '5409f420e063daa0f408b5a5']",8519,1.066,32.116
620592b79a79471f670512c1SA5OybxtTVCyMgr2xs1Gqg,"['козак', 'итог', 'переговоры', 'нормандский', 'формат', 'прямой', 'трансляция']",2022-02-10 23:05:12,SA5OybxtTVCyMgr2xs1Gqg,[],0.0,5409f11ce063da9c8b588a12,"['54abaf259a7947cc053f526f', '5409f15de063daa0f408ada8']",5282,1.347,57.478
61fac5449a79471bf403c8a2UtDVOOIbSdurRnAfxppoYA,"['масляк', 'заразиться', 'коронавирус']",2022-02-02 18:10:33,UtDVOOIbSdurRnAfxppoYA,[],0.0,5433e5decbb20f277b20eca9,"['5577f72f9a7947f6177effbc', '54b90cea9a79473ba31269dd', '54b90ccc9a79473a6f82df1f']",23777,1.189,36.678
62795dab9a794702605b895diRx5D0WAThKS8GGx3uG4qQ,"['город', 'чехия', 'лишить', 'терешков', 'статус', 'почетный', 'гражданин']",2022-05-09 18:48:50,iRx5D0WAThKS8GGx3uG4qQ,['5a8d11a39a7947c5e1550980'],1.956,5409f11ce063da9c8b588a12,"['58bd38fc9a7947d58a468bc9', '5439d1fccbb20f0850116006', '54759bb6cbb20f13052535ac', '54eca6279a79476af92abd56']",2141,1.042,31.808
6275e74f9a7947b96c68dc170rLyZ2K6SWKKxL-0kDho3w,"['лондон', 'разрешить', 'финансирование', 'добыча', 'топливо', 'рубеж', 'изза', 'украина']",2022-05-07 04:14:06,0rLyZ2K6SWKKxL-0kDho3w,[],0.0,5409f11ce063da9c8b588a12,"['5409f1afe063daa0f408aeb7', '545b231fcbb20f3e4102a0d3', '54781e15cbb20f02c52ecc62', '549950549a7947641645e3a0', '56d6f01c9a7947d6785e9340']",1335,1.041,33.258
627724de9a79470349f0323ad5VkCpANRjyicj4g5LoNsQ,"['зеленский', 'счесть', 'визит', 'байден', 'киев', 'важный', 'сигнал']",2022-05-08 02:38:49,d5VkCpANRjyicj4g5LoNsQ,[],0.0,5409f11ce063da9c8b588a12,"['59e769ab9a794784016dbf12', '546e40e7cbb20f1d52dbaa55', '5409f15de063daa0f408ada8', '5426c60acbb20f76518c3e4c', '54291ac8cbb20f3bbde756e8']",4639,1.065,53.266
627a27d19a79472a187f0483Yo8lqzJ2SUeWsntdYyOKwA,"['россия', 'впервые', 'сентябрь', 'год', 'выявить', 'тысяча', 'случай', 'covid']",2022-05-10 09:32:56,Yo8lqzJ2SUeWsntdYyOKwA,['61811d649a7947d02fdf5d95'],0.471,5433e5decbb20f277b20eca9,"['5577f72f9a7947f6177effbc', '559294209a794751dc83a179', '5436c247cbb20f090653f53e']",6714,1.068,33.914
620da9e89a79474747ba88beHXlaiL_4Twm0RrTriQ-FJw,"['корабль', 'каспийский', 'флотилия', 'выйти', 'море', 'учение']",2022-02-17 02:02:24,HXlaiL_4Twm0RrTriQ-FJw,[],0.0,5433e5decbb20f277b20eca9,"['54d075cb9a7947c247916dbc', '5409f196e063daa0f408ae67']",6073,1.166,32.834
624492659a794783755495fePbGRKkpiTZmigc-RQcWG8g,"['южный', 'осетие', 'заявить', 'необходимость', 'референдум', 'вхождение', 'россия']",2022-03-30 17:28:08,PbGRKkpiTZmigc-RQcWG8g,['604f2c199a79478ec0029eae'],3.402,5409f11ce063da9c8b588a12,"['546a3320cbb20fe17cdc5661', '58eb79279a794790272ed0fe', '551e81da9a794710d6b186e2']",77982,1.111,30.579
6264380b9a794773aa6edb44SO2ztzxaRyeLrQ8PjMsZvA,"['зеленский', 'назвать', 'условие', 'выход', 'переговоры', 'россия']",2022-04-24 00:12:30,SO2ztzxaRyeLrQ8PjMsZvA,['5a8d11a39a7947c5e1550980'],6.622,5409f11ce063da9c8b588a12,"['59e769ab9a794784016dbf12', '5409f15de063daa0f408ada8', '5409f140e063daa0f408ad1d', '5409f309e063daa0f408b1dd', '621a3d0c9a794728d449ae5e']",57982,1.045,24.609
620d5f109a79473729ba7599-KnHLDOSTICfnjsk9jrlRg,"['абрамович', 'переоформить', 'доля', 'evraz', 'офшор']",2022-02-16 20:50:45,-KnHLDOSTICfnjsk9jrlRg,['5878a2ec9a7947e531faf52c'],3.646,540d5eafcbb20f2524fc0509,"['593acd1b9a7947019e8ed20d', '5592a68f9a794719538ce56c']",16122,1.134,38.649
6245e0129a79470381eb0e24JtWKAptUTJqM1-uOOWHAjA,"['новосибирск', 'отменить', 'выступление', 'нетребко', 'изза', 'заявление', 'мир']",2022-03-31 18:02:45,JtWKAptUTJqM1-uOOWHAjA,['6130a7379a79472aeb4546e3'],6.195,5433e5decbb20f277b20eca9,"['59e769a59a794784016db688', '5440a265cbb20f46adb2ed5f', '542bd53dcbb20f3af2b429c6', '5430fa87cbb20f41c21eb698']",87412,1.135,28.369
620bbab69a7947912d083d77iwkMT1VTQ16hCHgCRM9QWw,"['безработица', 'москва', 'падать', 'рекордно', 'низкий', 'уровень', 'начало', 'пандемия']",2022-02-16 06:31:27,iwkMT1VTQ16hCHgCRM9QWw,[],0.0,5433e5decbb20f277b20eca9,"['5409f15be063daa0f408ad93', '5536715f9a79478927e54386', '5429fd05cbb20f4f66c3d574', '593a707e9a794755b7ee09cc', '59e769a69a794784016db6b7', '56a88f629a7947f5e7e9ce5f']",2468,1.196,34.684
625b49689a7947277c28ed9fGHZgZkkbRZ6_nxg5k1X5Dw,"['цетатица', 'дать', 'разъяснение', 'зачисление', 'средства', 'рубль', 'зарубежный', 'счет']",2022-04-16 23:14:00,GHZgZkkbRZ6_nxg5k1X5Dw,[],5.35,5409f11ce063da9c8b588a18,"['5409f15ae063daa0f408ad8f', '5409f241e063daa0f408b029', '552314d49a79478a1d0acac0', '5631bb949a794737108a5623']",9139,1.057,35.004
62543ecd9a7947e16c2efe4eZcrqG6OqSpeuC9JjXNkZ4Q,"['google', 'исправить', 'ошибка', 'фраза', 'россиянин', 'переводчик']",2022-04-11 14:53:42,ZcrqG6OqSpeuC9JjXNkZ4Q,['60bf2f0f9a79475cc856c5a1'],4.721,540d5ecacbb20f2524fc050a,"['5409f41de063daa0f408b589', '568b98d99a794790aa259f37', '542580eacbb20f48618cb28b']",10411,1.048,23.446
6200dbef9a79476fb0e59659iG7dFlfaTwqbqbf-JvYxsg,"['россия', 'выявить', 'тысяча', 'случай', 'covid', 'госпитализация', 'тысяча']",2022-02-07 08:49:34,iG7dFlfaTwqbqbf-JvYxsg,['57f797ee9a7947a5681d187e'],2.238,5433e5decbb20f277b20eca9,"['5577f72f9a7947f6177effbc', '5409f29ee063daa0f408b15b', '5e8ec7799a7947848604a99e', '5409f140e063daa0f408ad1d', '5409f15be063daa0f408ad93']",17374,1.184,37.142
62906c359a79470c2a7bf3bfn6fnXjuBTqC5Egb9Yblatw,"['ведомость', 'узнать', 'план', 'выделить', 'фнб', 'миллиард', 'рубль', 'вэб']",2022-05-27 07:12:04,n6fnXjuBTqC5Egb9Yblatw,['60bf2f0f9a79475cc856c5a1'],0.0,5409f11ce063da9c8b588a18,"['5409f306e063daa0f408b1db', '54249c56cbb20feba0485f40', '5409f257e063daa0f408b072', '5409f188e063daa0f408ae3c']",2526,1.072,25.693
620105b29a794784cfbe2c77KulRoAM5STa_cllkUnoaTA,"['захаров', 'сравнить', 'украина', 'британие', 'сша', 'трус', 'балбес', 'бывалый']",2022-02-07 12:23:40,KulRoAM5STa_cllkUnoaTA,[],0.0,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada8', '5409f15ee063daa0f408adb0', '5409f1afe063daa0f408aeb7', '5409f1a3e063daa0f408ae98', '556e926a9a794721a7851f18']",11660,1.125,35.806
620a3cdd9a79477cae09d535Si7nhKW1Q9SbpmnXyoPTBg,"['шнур', 'выпустить', 'клип', 'беглов', 'угробить', 'петербург']",2022-02-14 13:16:49,Si7nhKW1Q9SbpmnXyoPTBg,['5a8d11a39a7947c5e1550980'],4.169,5433e5decbb20f277b20eca9,"['55e717b29a7947fb9791fdf4', '5592a7dd9a794719538cf8e5', '543b9e31cbb20fd1a760b711', '59e769ab9a794784016dbfc1', '5628c3559a79470d9daa4dc2', '5409f175e063daa0f408ae02']",87532,1.183,35.476
62915e629a79476964bf19f6goCeGpPoSiqRBQGEWOv3jQ,"['nyt', 'узнать', 'решение', 'администрация', 'байден', 'передать', 'киева', 'рсзо']",2022-05-27 23:36:47,goCeGpPoSiqRBQGEWOv3jQ,['604f2c199a79478ec0029eae'],12.109,5409f11ce063da9c8b588a12,"['5a001e949a79471414679ada', '546e40e7cbb20f1d52dbaa55', '5409f15ee063daa0f408adb0', '621a3d0c9a794728d449ae5e']",5589,1.047,30.292
62065e819a79476cbced0dfcITZ8vsabSl6StoVie1qgEQ,"['набиуллина', 'предупредить', 'угроза', 'изза', 'подход', 'минфин', 'криптовалют']",2022-02-11 13:28:41,ITZ8vsabSl6StoVie1qgEQ,['5bfd1d039a794755995093f8'],1.317,5409f11ce063da9c8b588a18,"['54cb7b789a7947e87ac45e10', '55a540639a7947788e77ef3d', '5409f1ede063daa0f408af4a', '5409f257e063daa0f408b072', '5409f298e063daa0f408b126']",20597,1.12,24.28
620ba7eb9a79478346d0171dlrQuPxGWS_GD_B4sFjMr-Q,"['путин', 'шольц', 'спорить', 'югославие', 'украина', 'нато']",2022-02-15 21:00:37,lrQuPxGWS_GD_B4sFjMr-Q,['613b3f049a7947536026e824'],3.137,5409f11ce063da9c8b588a12,"['58abcf539a7947f18bc079eb', '614cb40f9a79477066594352', '59e769a49a794784016db45c', '5efb5a5b9a79473bf986d838', '5409f309e063daa0f408b1dd', '61c4adf49a794711387ad6ed']",76279,1.139,34.232
61ffe02f9a79472b1b0f34d4zkO_H3JXRRS30hUByEtylg,"['белый', 'дом', 'описать', 'окно', 'возможность', 'россия', 'война', 'дипломатия']",2022-02-06 15:03:49,zkO_H3JXRRS30hUByEtylg,['54195a4fcbb20f219d7fa7dd'],6.246,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada8', '60051bdd9a79470a4b46173f', '5465d532cbb20f705cce70aa', '5409f196e063daa0f408ae65']",55004,1.165,22.802
6239d3029a7947e023a25109UlAlh0kWSRyxFo3-m_XElA,"['мантур', 'допустить', 'россия', 'прощать', 'ряд', 'автопроизводитель']",2022-03-22 14:05:04,UlAlh0kWSRyxFo3-m_XElA,['5a8d11a39a7947c5e1550980'],6.396,540d5eafcbb20f2524fc0509,"['545f4070cbb20fd610351148', '5409f1e0e063daa0f408af2e', '544f0d6acbb20f7c272187f4']",189376,1.125,49.996
61fbca139a794770c28408960YrCSHXGT3qhE37LE7pZ0A,"['власть', 'москва', 'назвать', 'средний', 'зарплата', 'врач', 'поликлиника']",2022-02-03 12:39:54,0YrCSHXGT3qhE37LE7pZ0A,"['54195a4fcbb20f219d7fa7dd','5878a2ec9a7947e531faf52c']",5.152,5433e5decbb20f277b20eca9,"['60cc2b489a7947b296493579', '5409f15be063daa0f408ad93', '5577f72f9a7947f6177effbc']",115629,1.106,29.849
62075f599a7947b662bfba3bLoyw6fprQKaUtmhIg_Q7Pw,"['туркмение', 'пройти', 'досрочный', 'выборы', 'слово', 'дорога', 'молодой']",2022-02-12 07:25:26,Loyw6fprQKaUtmhIg_Q7Pw,['5edf68259a79470758e7ab2d'],2.362,5409f11ce063da9c8b588a12,"['546a83cdcbb20f462386cfec', '5562eee49a7947eab911ea59', '54b8dd8e9a79472d484d6ce0']",44653,1.251,49.423
6243fb009a79473a07cf4002gcl0JhkJS-qRpn8yUuitYQ,"['володина', 'предложить', 'увеличить', 'число', 'экспортировать', 'рубль', 'товар']",2022-03-30 06:49:16,gcl0JhkJS-qRpn8yUuitYQ,['5b4c70ae9a79472e05ca3037'],1.487,5409f11ce063da9c8b588a13,"['54986c919a79474919ad01f4', '5409f23ce063daa0f408b01b', '542d2d97cbb20fc67faf1128']",82201,1.146,38.444
62014ac49a79471f9b94da111EhnOw_1TMqAmUl66vhmYQ,"['постпред', 'россия', 'оон', 'небензя', 'заразиться', 'коронавирус']",2022-02-07 16:55:13,1EhnOw_1TMqAmUl66vhmYQ,['54195a4fcbb20f219d7fa7dd'],0.912,5409f11ce063da9c8b588a12,"['58ca77679a794700b1e37f0a', '5577f72f9a7947f6177effbc', '544c48c8cbb20f44ac472436', '5409f1b7e063daa0f408aec4']",20746,1.165,29.403
62469e3c9a79473825a4a5ecFdDGZtEDQ6WY5gPVwgYiNA,"['южный', 'корея', 'столкнуться', 'два', 'военный', 'тренировочный', 'самолет']",2022-04-01 07:14:12,FdDGZtEDQ6WY5gPVwgYiNA,[],0.0,5409f11ce063da9c8b588a12,"['599521329a79471d6b8b11ff', '5409f19be063daa0f408ae7a', '542fd025cbb20f30f49b0b03']",4614,1.173,44.452
6259a2c29a79474afd7b62dd0wQREMYiSNm01K94OlMr4w,"['машиностроительный', 'концерн', 'andritz', 'приостановить', 'новый', 'операция', 'россия']",2022-04-15 17:46:11,0wQREMYiSNm01K94OlMr4w,['5a9fa2e39a79470cd086f61a'],3.201,540d5eafcbb20f2524fc0509,['5950bd189a7947742cb0489a'],9445,1.056,41.143
6283636f9a794768932a794eA1Y6X3M5TI-VU4MCOSiCOA,"['минобороны', 'заявить', 'удар', 'калибро', 'зарубежный', 'оружие', 'львов']",2022-05-17 09:03:48,A1Y6X3M5TI-VU4MCOSiCOA,[],7.121,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada8', '549dc43e9a79478c303bc12e', '586b22039a7947e114d23acc', '5668323d9a7947ddc88702ff', '5409f198e063daa0f408ae6b']",35807,1.089,51.292
620273e29a794785f67d3f858KM7tLZhRqmXFqp51v3fbA,"['видео', 'ответ', 'зеленский', 'слово', 'путина', 'терпать', 'красавица']",2022-02-08 14:22:17,8KM7tLZhRqmXFqp51v3fbA,[],0.0,5409f11ce063da9c8b588a12,"['59e769ab9a794784016dbf12', '58abcf539a7947f18bc079eb', '5409f15de063daa0f408ada8', '5409f140e063daa0f408ad1d']",91339,1.246,55.757
623c580e9a79473f350616afhSmBClMhTd-mfpBH5QkxbA,"['песок', 'назвать', 'активный', 'участник', 'антироссийский', 'гонка']",2022-03-24 12:26:38,hSmBClMhTd-mfpBH5QkxbA,['619226fb9a7947e681606cc3'],9.5,5409f11ce063da9c8b588a12,"['545caa9ecbb20f366651641e', '5409f297e063daa0f408b11c', '573809129a7947949c3016fe', '5409f1afe063daa0f408aeb7']",111521,1.087,33.002
6241d4d69a794708f170f693f735iAbdTZCuLWKw1_GE5A,"['зампостпред', 'оон', 'назвать', 'причина', 'продовольственный', 'кризис', 'санкция']",2022-03-28 15:55:52,f735iAbdTZCuLWKw1_GE5A,[],0.0,5409f11ce063da9c8b588a12,"['5409f1b7e063daa0f408aec4', '5409f294e063daa0f408b111', '54709a30cbb20fe23ccc7c31', '559293969a794751dc8396bc']",14989,1.117,43.645
626a9d179a7947845ef5cee1k9Or9Ug4TD2DrqerLAds_Q,"['стоять', 'нападение', 'приднестровье']",2022-04-28 20:14:00,k9Or9Ug4TD2DrqerLAds_Q,['59fc552d9a794760b916c4c7'],1.601,5409f11ce063da9c8b588a12,"['546227e6cbb20fd8d05686b3', '5409f2fae063daa0f408b1c4', '5fb251bf9a794762b918bf7d', '59e769ab9a794784016dbf12', '5409f15de063daa0f408ada8']",13450,1.058,31.219
620513489a7947773dcbcb77vDi5_j0PQVCaKj2UJf9_gw,"['красноярский', 'министр', 'призвать', 'ограмотнять', 'население']",2022-02-10 15:10:37,vDi5_j0PQVCaKj2UJf9_gw,['619226fb9a7947e681606cc3'],2.426,5433e5decbb20f277b20eca9,"['54748ba6cbb20f87ae9b7c13', '59e7699c9a794784016da6f1']",18193,1.127,22.97
